Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Cluster
Zymogen Activation (GO:0031638),1/45,0.191223094244478,0.310195649101874,0,0,4.85386119257087,8.02981295118441,KLK1,3
Regulation Of Stem Cell Differentiation (GO:2000736),1/45,0.191223094244478,0.310195649101874,0,0,4.85386119257087,8.02981295118441,SLC4A11,3
Mitotic Nuclear Division (GO:0140014),1/45,0.191223094244478,0.310195649101874,0,0,4.85386119257087,8.02981295118441,RAN,3
Determination Of Left/Right Symmetry (GO:0007368),1/45,0.191223094244478,0.310195649101874,0,0,4.85386119257087,8.02981295118441,MKKS,3
Regulation Of Apoptotic Signaling Pathway (GO:2001233),1/45,0.191223094244478,0.310195649101874,0,0,4.85386119257087,8.02981295118441,ETFA,3
Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),1/46,0.195032912319593,0.314002988834545,0,0,4.74575866188769,7.75735519334356,APLP2,3
Vacuolar Transport (GO:0007034),1/46,0.195032912319593,0.314002988834545,0,0,4.74575866188769,7.75735519334356,ATP6V0D2,3
Cardiac Conduction (GO:0061337),1/46,0.195032912319593,0.314002988834545,0,0,4.74575866188769,7.75735519334356,ANK2,3
Negative Regulation Of Hydrolase Activity (GO:0051346),1/47,0.198824973940507,0.317725268530239,0,0,4.64235624123422,7.49893902114067,SERPINA5,3
Insulin Receptor Signaling Pathway (GO:0008286),1/47,0.198824973940507,0.317725268530239,0,0,4.64235624123422,7.49893902114067,RARRES2,3
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),1/47,0.198824973940507,0.317725268530239,0,0,4.64235624123422,7.49893902114067,IGFBP5,3
Erythrocyte Differentiation (GO:0030218),1/49,0.206356154882249,0.326519321238743,0,0,4.44847670250896,7.02037105195506,SLC25A5,3
Fatty Acid Beta-Oxidation (GO:0006635),1/49,0.206356154882249,0.326519321238743,0,0,4.44847670250896,7.02037105195506,ETFA,3
Nuclear Export (GO:0051168),1/49,0.206356154882249,0.326519321238743,0,0,4.44847670250896,7.02037105195506,RAN,3
Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),1/49,0.206356154882249,0.326519321238743,0,0,4.44847670250896,7.02037105195506,CAAP1,3
Regulation Of Interleukin-12 Production (GO:0032655),1/50,0.210095436800202,0.328401605095462,0,0,4.35747202106649,6.79849904676328,HLA-B,3
Regulation Of Mitochondrion Organization (GO:0010821),1/50,0.210095436800202,0.328401605095462,0,0,4.35747202106649,6.79849904676328,VDAC1,3
Intracellular Iron Ion Homeostasis (GO:0006879),1/50,0.210095436800202,0.328401605095462,0,0,4.35747202106649,6.79849904676328,B2M,3
Ribosome Assembly (GO:0042255),1/50,0.210095436800202,0.328401605095462,0,0,4.35747202106649,6.79849904676328,RPS15,3
Positive Regulation Of Fat Cell Differentiation (GO:0045600),1/50,0.210095436800202,0.328401605095462,0,0,4.35747202106649,6.79849904676328,RARRES2,3
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),1/51,0.213817287520603,0.332604669476493,0,0,4.27010752688172,6.58721060052849,HLA-B,3
Sensory Perception (GO:0007600),1/51,0.213817287520603,0.332604669476493,0,0,4.27010752688172,6.58721060052849,RETREG1,3
Negative Regulation Of Response To Stimulus (GO:0048585),1/52,0.217521787430049,0.335932928309237,0,0,4.18616909129243,6.38581785149954,APLP2,3
Regulation Of Proteolysis (GO:0030162),1/52,0.217521787430049,0.335932928309237,0,0,4.18616909129243,6.38581785149954,FBXW11,3
Cellular Response To Ionizing Radiation (GO:0071479),1/52,0.217521787430049,0.335932928309237,0,0,4.18616909129243,6.38581785149954,CRYAB,3
Axonogenesis (GO:0007409),2/188,0.221208043810331,0.335987279770801,0,0,2.30481533426835,3.4771634467842,APLP2;NRXN3,3
Spermatid Development (GO:0007286),1/53,0.221209016495061,0.335987279770801,0,0,4.10545905707196,6.19368951000575,MKKS,3
Gonad Development (GO:0008406),1/53,0.221209016495061,0.335987279770801,0,0,4.10545905707196,6.19368951000575,MKKS,3
Actin Polymerization Or Depolymerization (GO:0008154),1/53,0.221209016495061,0.335987279770801,0,0,4.10545905707196,6.19368951000575,DIAPH1,3
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),1/53,0.221209016495061,0.335987279770801,0,0,4.10545905707196,6.19368951000575,TP53INP2,3
Mitochondrial Transport (GO:0006839),1/53,0.221209016495061,0.335987279770801,0,0,4.10545905707196,6.19368951000575,SLC25A5,3
Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),1/53,0.221209016495061,0.335987279770801,0,0,4.10545905707196,6.19368951000575,CAST,3
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,RARRES2,3
Regulation Of Exocytosis (GO:0017157),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,STXBP6,3
Negative Regulation Of Protein Catabolic Process (GO:0042177),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,ATRAID,3
Regulation Of Lipid Metabolic Process (GO:0019216),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,RARRES2,3
Organelle Disassembly (GO:1903008),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,RETREG1,3
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,IGFBP5,3
Endoplasmic Reticulum Organization (GO:0007029),1/54,0.224879054416699,0.336014178757203,0,0,4.02779468452019,6.01024525028242,RTN3,3
Protein Localization To Membrane (GO:0072657),2/192,0.228125801003985,0.339111971006898,0,0,2.2558352402746,3.3338042544277,ANK2;ATP1B1,3
Purine Ribonucleotide Biosynthetic Process (GO:0009152),1/55,0.22853198046117,0.339111971006898,0,0,3.95300677021107,5.83495075546462,ATP5PO,3
Response To Peptide Hormone (GO:0043434),1/55,0.22853198046117,0.339111971006898,0,0,3.95300677021107,5.83495075546462,IGFBP5,3
Cellular Response To Peptide (GO:1901653),1/56,0.232167873585097,0.342142129493828,0,0,3.88093841642229,5.66731331907353,RPL17,3
Positive Regulation Of Cellular Metabolic Process (GO:0031325),1/56,0.232167873585097,0.342142129493828,0,0,3.88093841642229,5.66731331907353,B2M,3
Regulation Of Cation Channel Activity (GO:2001257),1/56,0.232167873585097,0.342142129493828,0,0,3.88093841642229,5.66731331907353,ANK2,3
Regulation Of Programmed Cell Death (GO:0043067),2/195,0.233324588225315,0.342769090654492,0,0,2.22043252984907,3.23145033278088,ETFA;CRYAB,3
Positive Regulation Of Intracellular Signal Transduction (GO:1902533),4/525,0.233687563662845,0.342769090654492,0,0,1.65365749626786,2.40403807807668,RPS15;ETFA;GAPDH;RPL17,3
Positive Regulation Of Protein Metabolic Process (GO:0051247),2/196,0.235059262065388,0.342769090654492,0,0,2.20887494397131,3.19826894651336,EGLN2;FBXW11,3
Striated Muscle Contraction (GO:0006941),1/57,0.235786812360155,0.342769090654492,0,0,3.81144393241167,5.50687793978934,ATP1B1,3
Myeloid Cell Differentiation (GO:0030099),1/57,0.235786812360155,0.342769090654492,0,0,3.81144393241167,5.50687793978934,SLC25A5,3
Regulation Of Calcium Ion Transport (GO:0051924),1/57,0.235786812360155,0.342769090654492,0,0,3.81144393241167,5.50687793978934,ANK2,3
Regulation Of Neuron Death (GO:1901214),1/58,0.239388874981047,0.345664653560077,0,0,3.7443878513488,5.35322384222476,EGLN2,3
Response To Organic Cyclic Compound (GO:0014070),1/58,0.239388874981047,0.345664653560077,0,0,3.7443878513488,5.35322384222476,IGFBP5,3
Regulation Of Bone Mineralization (GO:0030500),1/58,0.239388874981047,0.345664653560077,0,0,3.7443878513488,5.35322384222476,ATRAID,3
Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),1/59,0.242974139280705,0.346184393134455,0,0,3.67964404894327,5.20596137193734,CRYAB,3
Positive Regulation Of Proteolysis (GO:0045862),1/59,0.242974139280705,0.346184393134455,0,0,3.67964404894327,5.20596137193734,FBXW11,3
Anterior/Posterior Pattern Specification (GO:0009952),1/59,0.242974139280705,0.346184393134455,0,0,3.67964404894327,5.20596137193734,ATP6AP2,3
Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),1/59,0.242974139280705,0.346184393134455,0,0,3.67964404894327,5.20596137193734,RAN,3
Regulation Of Type I Interferon Production (GO:0032479),1/59,0.242974139280705,0.346184393134455,0,0,3.67964404894327,5.20596137193734,GAPDH,3
Regulation Of Cell Death (GO:0010941),1/59,0.242974139280705,0.346184393134455,0,0,3.67964404894327,5.20596137193734,CRYAB,3
Regulation Of Translation (GO:0006417),2/202,0.245482450954454,0.348187473122417,0,0,2.14195652173913,3.00844180187827,IGFBP5;GAPDH,3
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),1/60,0.246542682832022,0.348187473122417,0,0,3.61709495170403,5.0647292176956,ETFA,3
Positive Regulation Of Phagocytosis (GO:0050766),1/60,0.246542682832022,0.348187473122417,0,0,3.61709495170403,5.0647292176956,APLP2,3
protein-DNA Complex Organization (GO:0071824),1/60,0.246542682832022,0.348187473122417,0,0,3.61709495170403,5.0647292176956,RPL17,3
Autophagosome Organization (GO:1905037),1/61,0.250094582695878,0.3524308780222,0,0,3.55663082437276,4.92919192796023,TP53INP2,3
Fat Cell Differentiation (GO:0045444),1/62,0.25362991570207,0.354311639288792,0,0,3.4981491274458,4.79903767400742,MKKS,3
Protein Lipidation (GO:0006497),1/62,0.25362991570207,0.354311639288792,0,0,3.4981491274458,4.79903767400742,TP53INP2,3
Protein-Containing Complex Disassembly (GO:0032984),1/62,0.25362991570207,0.354311639288792,0,0,3.4981491274458,4.79903767400742,RPL17,3
Regulation Of T Cell Activation (GO:0050863),1/62,0.25362991570207,0.354311639288792,0,0,3.4981491274458,4.79903767400742,B2M,3
Protein Polymerization (GO:0051258),1/63,0.257148758323109,0.358449784329182,0,0,3.44155393687131,4.67397624421167,DIAPH1,3
Positive Regulation Of Macroautophagy (GO:0016239),1/64,0.260651186597798,0.360987879933295,0,0,3.38675541901348,4.55373723649621,SLC25A5,3
Positive Regulation Of Type I Interferon Production (GO:0032481),1/64,0.260651186597798,0.360987879933295,0,0,3.38675541901348,4.55373723649621,GAPDH,3
Cellular Response To Virus (GO:0098586),1/64,0.260651186597798,0.360987879933295,0,0,3.38675541901348,4.55373723649621,LGALS8,3
RNA Export From Nucleus (GO:0006405),1/65,0.264137276322735,0.36347095288855,0,0,3.33366935483871,4.43806842387086,RAN,3
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),1/65,0.264137276322735,0.36347095288855,0,0,3.33366935483871,4.43806842387086,GAPDH,3
Autophagosome Assembly (GO:0000045),1/65,0.264137276322735,0.36347095288855,0,0,3.33366935483871,4.43806842387086,TP53INP2,3
Cellular Response To Type II Interferon (GO:0071346),1/66,0.267607102869758,0.367460499462951,0,0,3.28221670802316,4.32673428196329,GAPDH,3
B Cell Differentiation (GO:0030183),1/68,0.274498266375542,0.376121028820955,0,0,3.18391911410689,4.11620353214128,SLC25A5,3
Regulation Of Heart Contraction (GO:0008016),1/69,0.277919752411088,0.379195594391399,0,0,3.13693864642631,4.01660797636982,ANK2,3
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),1/69,0.277919752411088,0.379195594391399,0,0,3.13693864642631,4.01660797636982,ANK2,3
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),1/70,0.281325273434888,0.383030604845809,0,0,3.09131993143213,3.92054709694655,B2M,3
Regulation Of Cilium Assembly (GO:1902017),1/71,0.284714903218137,0.384394963673963,0,0,3.04700460829493,3.82785115229788,TBC1D1,3
Regulation Of Hydrolase Activity (GO:0051336),1/71,0.284714903218137,0.384394963673963,0,0,3.04700460829493,3.82785115229788,SERPINA5,3
Negative Regulation Of Protein Binding (GO:0032091),1/71,0.284714903218137,0.384394963673963,0,0,3.04700460829493,3.82785115229788,B2M,3
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),1/71,0.284714903218137,0.384394963673963,0,0,3.04700460829493,3.82785115229788,CRYAB,3
Protein Polyubiquitination (GO:0000209),2/226,0.287278352381117,0.3849152126065,0,0,1.91013198757764,2.38251462743613,FBXW11;UBE2QL1,3
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),1/72,0.288088715025362,0.3849152126065,0,0,3.00393760411934,3.73836072037484,APLP2,3
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),1/72,0.288088715025362,0.3849152126065,0,0,3.00393760411934,3.73836072037484,RAN,3
Cellular Response To Hypoxia (GO:0071456),1/72,0.288088715025362,0.3849152126065,0,0,3.00393760411934,3.73836072037484,EGLN2,3
Plasma Membrane Organization (GO:0007009),1/72,0.288088715025362,0.3849152126065,0,0,3.00393760411934,3.73836072037484,ANK2,3
Apoptotic Process (GO:0006915),2/228,0.290757965947565,0.387677287930086,0,0,1.89303578299346,2.33839912387494,VDAC1;GAPDH,3
Cellular Response To Decreased Oxygen Levels (GO:0036294),1/73,0.291446781927973,0.387792825540527,0,0,2.96206690561529,3.6519259376872,EGLN2,3
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),1/74,0.294789176667169,0.390625987188595,0,0,2.92134334953601,3.56840580832533,RETREG1,3
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),1/74,0.294789176667169,0.390625987188595,0,0,2.92134334953601,3.56840580832533,APLP2,3
Regulation Of Fat Cell Differentiation (GO:0045598),1/75,0.298115971484896,0.393415339418592,0,0,2.88172043010753,3.48766757171651,RARRES2,3
Defense Response To Gram-negative Bacterium (GO:0050829),1/75,0.298115971484896,0.393415339418592,0,0,2.88172043010753,3.48766757171651,RARRES2,3
Positive Regulation Of GTPase Activity (GO:0043547),2/234,0.301184539653772,0.396161513473321,0,0,1.84351574212894,2.2122780923796,TBC1D1;SOS2,3
Regulation Of Ras Protein Signal Transduction (GO:0046578),1/76,0.301427238512309,0.396161513473321,0,0,2.8431541218638,3.40958611786377,ETFA,3
Regulation Of Immune Response (GO:0050776),1/77,0.304723049468736,0.396447765369426,0,0,2.80560271646859,3.33404345740382,APLP2,3
Positive Regulation Of Response To Stimulus (GO:0048584),1/77,0.304723049468736,0.396447765369426,0,0,2.80560271646859,3.33404345740382,VDAC1,3
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),1/77,0.304723049468736,0.396447765369426,0,0,2.80560271646859,3.33404345740382,APLP2,3
Monoatomic Cation Homeostasis (GO:0055080),1/77,0.304723049468736,0.396447765369426,0,0,2.80560271646859,3.33404345740382,SLC4A11,3
Embryonic Organ Development (GO:0048568),1/77,0.304723049468736,0.396447765369426,0,0,2.80560271646859,3.33404345740382,RARRES2,3
Regulation Of Innate Immune Response (GO:0045088),1/78,0.308003475591604,0.399103095132783,0,0,2.76902667225248,3.26092823257648,APLP2,3
Organonitrogen Compound Catabolic Process (GO:1901565),1/78,0.308003475591604,0.399103095132783,0,0,2.76902667225248,3.26092823257648,ETFA,3
Vesicle Fusion (GO:0006906),1/79,0.311268588043502,0.400113713972086,0,0,2.73338847532396,3.19013526329858,STXBP6,3
Positive Regulation Of Catabolic Process (GO:0009896),1/79,0.311268588043502,0.400113713972086,0,0,2.73338847532396,3.19013526329858,EGLN2,3
Positive Regulation Of Endocytosis (GO:0045807),1/79,0.311268588043502,0.400113713972086,0,0,2.73338847532396,3.19013526329858,B2M,3
Negative Regulation Of Cellular Component Organization (GO:0051129),1/79,0.311268588043502,0.400113713972086,0,0,2.73338847532396,3.19013526329858,CRYAB,3
Regulation Of Organelle Assembly (GO:1902115),1/80,0.314518457505698,0.402683671239899,0,0,2.69865251122907,3.12156513648193,TBC1D1,3
Response To Type II Interferon (GO:0034341),1/80,0.314518457505698,0.402683671239899,0,0,2.69865251122907,3.12156513648193,GAPDH,3
Cellular Response To Organic Substance (GO:0071310),1/82,0.320972748763277,0.409319703373367,0,0,2.6317536174167,2.99072232191542,IGFBP5,3
Sodium Ion Transmembrane Transport (GO:0035725),1/82,0.320972748763277,0.409319703373367,0,0,2.6317536174167,2.99072232191542,ATP1B1,3
Regulation Of Osteoblast Differentiation (GO:0045667),1/85,0.33054161283751,0.418209820564551,0,0,2.5373783922171,2.80893552657812,ATRAID,3
Mitotic Spindle Organization (GO:0007052),1/85,0.33054161283751,0.418209820564551,0,0,2.5373783922171,2.80893552657812,RAN,3
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),1/85,0.33054161283751,0.418209820564551,0,0,2.5373783922171,2.80893552657812,ATP6AP2,3
Defense Response To Gram-positive Bacterium (GO:0050830),1/85,0.33054161283751,0.418209820564551,0,0,2.5373783922171,2.80893552657812,RARRES2,3
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),1/86,0.33370149159208,0.421379922716273,0,0,2.50740037950664,2.75189303728322,APLP2,3
Glucose Homeostasis (GO:0042593),1/87,0.336846613448384,0.424519019688375,0,0,2.47811952988247,2.69651026948874,APLP2,3
Negative Regulation Of Neuron Death (GO:1901215),1/88,0.339977046551018,0.427627378864952,0,0,2.44951180323817,2.64272237145486,RETREG1,3
Organic Anion Transport (GO:0015711),1/89,0.343092858858194,0.429867317324274,0,0,2.42155425219941,2.59046769359986,SLC4A11,3
Cellular Response To Chemical Stress (GO:0062197),1/89,0.343092858858194,0.429867317324274,0,0,2.42155425219941,2.59046769359986,SLC4A11,3
Regulation Of Epithelial Cell Proliferation (GO:0050678),1/91,0.349280890792371,0.435924212539316,0,0,2.36750298685783,2.49032628560744,B2M,3
Lymphocyte Differentiation (GO:0030098),1/91,0.349280890792371,0.435924212539316,0,0,2.36750298685783,2.49032628560744,SLC25A5,3
B Cell Activation (GO:0042113),1/92,0.352353244626921,0.437216742851132,0,0,2.34136830911024,2.44233061754333,SLC25A5,3
Steroid Metabolic Process (GO:0008202),1/92,0.352353244626921,0.437216742851132,0,0,2.34136830911024,2.44233061754333,HSD11B2,3
Positive Regulation Of Protein Catabolic Process (GO:0045732),1/92,0.352353244626921,0.437216742851132,0,0,2.34136830911024,2.44233061754333,EGLN2,3
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),1/96,0.364499797099579,0.451418979484863,0,0,2.24233163554046,2.2630267514479,APLP2,3
Regulation Of Defense Response (GO:0031347),1/97,0.367501048871114,0.453392098607275,0,0,2.21886200716846,2.22114545195513,APLP2,3
Monocarboxylic Acid Metabolic Process (GO:0032787),1/97,0.367501048871114,0.453392098607275,0,0,2.21886200716846,2.22114545195513,VDAC1,3
Phosphatidylinositol Biosynthetic Process (GO:0006661),1/98,0.370488276762405,0.45533292029578,0,0,2.19587628865979,2.180359077073,TP53INP2,3
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),1/98,0.370488276762405,0.45533292029578,0,0,2.19587628865979,2.180359077073,APLP2,3
Axon Development (GO:0061564),1/99,0.373461545681247,0.457241892431032,0,0,2.17335966644722,2.14062938362316,APLP2,3
Cellular Response To Insulin Stimulus (GO:0032869),1/99,0.373461545681247,0.457241892431032,0,0,2.17335966644722,2.14062938362316,RARRES2,3
Regulation Of Organelle Organization (GO:0033043),1/100,0.376420920115876,0.459990650008775,0,0,2.15129792549147,2.10191981526176,DIAPH1,3
